Survey Response,Journal Name,Other Journal,Date,Professional Status,Gender (optional),Race/Ethnic Background (optional),Review Time in Months,Initial Verdict,Sets of Reviewer Comments Initially Provided,Quality of Referee Comments,Overall Experience with Editors,Revise and Resubmit Verdict (also Conditional Acceptance),Time from Acceptance to Publication,Field 13,Journals,Acceptances,Rejections,Conditional Acceptances,Revise and Resubmits,Overall Acceptance,Initial withdrawals,Revise and Resubmit Withdrawals
Philosophy of Science2015-05-19T04:00:00.000Z,Philosophy of Science,,5/19/2015 12:00am,Faculty (Non-tenure-track position),Male,,,Reject,2.0,1.0,1.0,,,,,,Reject,,,,,
Philosophical Studies2015-05-19T15:33:47.000Z,Philosophical Studies,,5/19/2015 11:33am,Graduate Student,Male,,2.50,Reject,1.0,1.0,3.0,,,,,,Reject,,,,,
Dialectica2015-05-20T05:00:00.000Z,Dialectica,,5/20/2015 1:00am,Faculty (Non-tenure-track position),Male,,4.00,Revise and Resubmit,2.0,4.0,4.0,Reject,,,,,,,Revise and Resubmit,,,
Nous2015-05-20T09:57:15.000Z,Nous,,5/20/2015 5:57am,Faculty (Tenure-track but non-tenured),Male,White,1.00,Reject,,,4.0,,,,,,Reject,,,,,
Philosophical Quarterly2015-05-20T14:59:41.000Z,Philosophical Quarterly,,5/20/2015 10:59am,Faculty (Tenure-track but non-tenured),Male,White,3.00,Reject,2.0,4.0,4.0,,,,,,Reject,,,,,
Philosophy East and West2015-05-20T15:04:13.000Z,Philosophy East and West,,5/20/2015 11:04am,Faculty (Tenure-track but non-tenured),Male,white,11.00,Revise and Resubmit,2.0,4.0,5.0,Accept,30.0,,,,,,Revise and Resubmit,Accept,,
Studies in History and Philosophy of Science Part A2015-05-20T21:25:33.000Z,Studies in History and Philosophy of Science Part A,,5/20/2015 5:25pm,Faculty (Tenured),Male,,4.00,Revise and Resubmit,2.0,5.0,5.0,Accept,1.0,,,,,,Revise and Resubmit,Accept,,
Journal of Ethics & Social Philosophy2015-05-21T17:56:58.000Z,Journal of Ethics & Social Philosophy,,5/21/2015 1:56pm,Faculty (Tenure-track but non-tenured),Male,,0.50,Reject,,,,,,,,,Reject,,,,,
History of Philosophy Quarterly2015-05-22T03:13:10.000Z,History of Philosophy Quarterly,,5/21/2015 11:13pm,Faculty (Non-tenure-track position),Male,,5.00,Revise and Resubmit,2.0,5.0,4.0,Accept,7.0,,,,,,Revise and Resubmit,Accept,,
Australasian Journal of Philosophy2015-05-22T03:15:11.000Z,Australasian Journal of Philosophy,,5/21/2015 11:15pm,Faculty (Tenured),Male,,1.75,Reject,1.0,3.0,4.0,,,,,,Reject,,,,,
Philosophical Quarterly2015-05-22T03:17:58.000Z,Philosophical Quarterly,,5/21/2015 11:17pm,Faculty (Tenured),Male,,1.00,Reject,1.0,4.0,,,,,,,Reject,,,,,
Philosophers’ Imprint2015-05-22T14:11:26.000Z,Philosophers’ Imprint,,5/22/2015 10:11am,Faculty (Tenured),Male,white,0.50,Reject,,,5.0,,,,,,Reject,,,,,
Philosophy and Phenomenological Research2015-05-22T15:13:00.000Z,Philosophy and Phenomenological Research,,5/22/2015 11:13am,Graduate Student,Female,,2.00,Reject,,,,,,,,,Reject,,,,,
American Philosophical Quarterly2015-05-22T15:36:42.000Z,American Philosophical Quarterly,,5/22/2015 11:36am,Faculty (Non-tenure-track position),Female,,,Reject,1.0,5.0,5.0,,,,,,Reject,,,,,
Philosophical Studies2015-05-22T20:30:46.000Z,Philosophical Studies,,5/22/2015 4:30pm,Faculty (Non-tenure-track position),Male,White,3.00,Accept,1.0,5.0,5.0,,,,,Accept,,,,,,
Philosophia: Philosophical Quarterly of Israel2015-05-22T20:32:26.000Z,Philosophia: Philosophical Quarterly of Israel,,5/22/2015 4:32pm,Graduate Student,Male,White,3.00,Revise and Resubmit,2.0,2.0,1.0,Accept,6.0,,,,,,Revise and Resubmit,Accept,,
Synthese2015-05-22T23:17:06.000Z,Synthese,,5/22/2015 7:17pm,Graduate Student,,,,,,,,Accept,,,,,,,,Accept,,
Dialectica2015-05-26T18:59:30.000Z,Dialectica,,5/26/2015 2:59pm,Faculty (Non-tenure-track position),Male,,,Revise and Resubmit,2.0,3.0,3.0,Reject,,,,,,,Revise and Resubmit,,,
Journal of Philosophy2015-05-27T00:32:49.000Z,Journal of Philosophy,,5/26/2015 8:32pm,Faculty (Non-tenure-track position),Female,White,3.00,Revise and Resubmit,2.0,5.0,5.0,Accept,,,,,,,Revise and Resubmit,Accept,,
Philosophical Studies2015-05-27T02:10:52.000Z,Philosophical Studies,,5/26/2015 10:10pm,Graduate Student,Male,white,4.00,Reject,1.0,3.0,4.0,,,,,,Reject,,,,,
Studies in History and Philosophy of Science Part B: Studies in History and Philosophy of Modern Physics2015-05-27T04:00:00.000Z,Studies in History and Philosophy of Science Part B: Studies in History and Philosophy of Modern Physics,,5/27/2015 12:00am,Graduate Student,Male,,9.50,Revise and Resubmit,2.0,2.0,4.0,Accept,,,,,,,Revise and Resubmit,Accept,,
Philosophical Review2015-05-27T17:58:49.000Z,Philosophical Review,,5/27/2015 1:58pm,Graduate Student,Male,,5.00,Reject,,,3.0,,,,,,Reject,,,,,
Synthese2015-05-27T18:00:11.000Z,Synthese,,5/27/2015 2:00pm,Graduate Student,Male,,0.50,Revise and Resubmit,1.0,3.0,5.0,Reject,,,,,,,Revise and Resubmit,,,
Religious Studies2015-05-27T18:04:21.000Z,Religious Studies,,5/27/2015 2:04pm,Graduate Student,Male,,1.42,Revise and Resubmit,1.0,5.0,5.0,Accept,7.3,,,,,,Revise and Resubmit,Accept,,
Canadian Journal of Philosophy2015-05-27T18:50:42.000Z,Canadian Journal of Philosophy,,5/27/2015 2:50pm,Faculty (Tenure-track but non-tenured),Female,white,4.00,Accept,2.0,3.0,4.0,,,,,Accept,,,,,,
Philosophical Review2015-05-27T19:14:59.000Z,Philosophical Review,,5/27/2015 3:14pm,Faculty (Tenured),Male,White,4.00,Reject,1.0,4.0,3.0,,,,,,Reject,,,,,
American Philosophical Quarterly2015-05-29T08:37:19.000Z,American Philosophical Quarterly,,5/29/2015 4:37am,Graduate Student,Male,European,2.50,Accept,2.0,,4.0,,,,,Accept,,,,,,
Nous2015-05-29T20:01:29.000Z,Nous,,5/29/2015 4:01pm,Faculty (Tenure-track but non-tenured),Female,White,2.00,Reject,,,4.0,,,,,,Reject,,,,,
Southwest Philosophy Review2015-05-30T02:36:12.000Z,Southwest Philosophy Review,,5/29/2015 10:36pm,Faculty (Tenured),Male,,3.00,Revise and Resubmit,1.0,3.0,5.0,,,,,,,,Revise and Resubmit,,,
Philosophical Review2015-05-30T10:44:49.000Z,Philosophical Review,,5/30/2015 6:44am,Faculty (Non-tenure-track position),Female,White,0.25,Reject,,,5.0,,,,,,Reject,,,,,
Philosophy and Public Affairs2015-05-30T12:03:07.000Z,Philosophy and Public Affairs,,5/30/2015 8:03am,Faculty (Tenure-track but non-tenured),Male,White,1.00,Reject,,,,,,,,,Reject,,,,,
Journal of Ethics & Social Philosophy2015-05-30T12:08:03.000Z,Journal of Ethics & Social Philosophy,,5/30/2015 8:08am,Faculty (Tenure-track but non-tenured),Male,White,0.20,Reject,,,,,,,,,Reject,,,,,
Philosophy and Phenomenological Research2015-05-30T20:11:02.000Z,Philosophy and Phenomenological Research,,5/30/2015 4:11pm,Faculty (Tenured),Male,,2.50,Reject,,,2.0,,,,,,Reject,,,,,
European Journal of Philosophy2015-06-01T05:12:22.000Z,European Journal of Philosophy,,6/1/2015 1:12am,Faculty (Tenured),Female,,4.00,Reject,1.0,1.0,2.0,,,,,,Reject,,,,,
Philosophy and Phenomenological Research2015-06-01T09:49:22.000Z,Philosophy and Phenomenological Research,,6/1/2015 5:49am,Other,Female,Chinese,2.00,Reject,,,,,,,,,Reject,,,,,
European Journal of Philosophy2015-06-02T00:24:56.000Z,European Journal of Philosophy,,6/1/2015 8:24pm,Faculty (Tenure-track but non-tenured),Male,white,5.00,Reject,,,3.0,,,,,,Reject,,,,,
Ethics and Information Technology2015-06-02T14:03:18.000Z,Ethics and Information Technology,,6/2/2015 10:03am,Graduate Student,Male,,6.00,Reject,2.0,4.0,3.0,,,,,,Reject,,,,,
Pacific Philosophical Quarterly2015-06-02T16:32:36.000Z,Pacific Philosophical Quarterly,,6/2/2015 12:32pm,Faculty (Tenure-track but non-tenured),Female,White,1.00,Revise and Resubmit,1.0,5.0,5.0,Accept,,,,,,,Revise and Resubmit,Accept,,
Philosophy2015-06-02T22:12:54.000Z,Philosophy,,6/2/2015 6:12pm,Faculty (Tenured),Male,White,0.90,Reject,,,,,,,,,Reject,,,,,
Ratio2015-06-03T16:27:37.000Z,Ratio,,6/3/2015 12:27pm,Faculty (Tenure-track but non-tenured),Male,white,1.50,Revise and Resubmit,1.0,4.0,4.0,Reject,,,,,,,Revise and Resubmit,,,
Australasian Journal of Philosophy2015-06-03T16:28:46.000Z,Australasian Journal of Philosophy,,6/3/2015 12:28pm,Faculty (Tenure-track but non-tenured),Male,white,,Reject,2.0,4.0,4.0,,,,,,Reject,,,,,
Philosophical Psychology2015-06-03T20:19:22.000Z,Philosophical Psychology,,6/3/2015 4:19pm,Graduate Student,Male,,3.50,Reject,2.0,4.0,4.0,,,,,,Reject,,,,,
Studies in History and Philosophy of Science Part A2015-06-04T02:28:24.000Z,Studies in History and Philosophy of Science Part A,,6/3/2015 10:28pm,Faculty (Tenure-track but non-tenured),Female,,3.50,Conditional Acceptance,1.0,5.0,5.0,Accept,7.0,,,,,Conditional Acceptance,,Accept,,
Studies in History and Philosophy of Science Part A2015-06-04T02:28:59.000Z,Studies in History and Philosophy of Science Part A,,6/3/2015 10:28pm,Faculty (Tenure-track but non-tenured),Female,,3.50,Conditional Acceptance,1.0,5.0,5.0,Accept,7.0,,,,,Conditional Acceptance,,Accept,,
Canadian Journal of Philosophy2015-06-06T01:56:50.000Z,Canadian Journal of Philosophy,,6/5/2015 9:56pm,Faculty (Tenured),Female,,0.20,Reject,,,,,,,,,Reject,,,,,
Philosophical Studies2015-06-06T17:20:57.000Z,Philosophical Studies,,6/6/2015 1:20pm,Faculty (Tenured),Male,,2.00,Reject,1.0,1.0,5.0,,,,,,Reject,,,,,
Philosophical Review2015-06-07T20:45:10.000Z,Philosophical Review,,6/7/2015 4:45pm,Other,,,1.00,Reject,,,3.0,,,,,,Reject,,,,,
Journal of Ethics2015-06-08T16:27:36.000Z,Journal of Ethics,,6/8/2015 12:27pm,Graduate Student,Male,,0.50,Reject,1.0,2.0,4.0,,,,,,Reject,,,,,
Pacific Philosophical Quarterly2015-06-09T01:26:36.000Z,Pacific Philosophical Quarterly,,6/8/2015 9:26pm,Graduate Student,Male,,4.30,Reject,2.0,3.0,3.0,,,,,,Reject,,,,,
Religious Studies2015-06-09T15:22:29.000Z,Religious Studies,,6/9/2015 11:22am,Faculty (Tenure-track but non-tenured),Male,,,Reject,,,1.0,,,,,,Reject,,,,,
Ancient Philosophy2015-06-10T01:52:01.000Z,Ancient Philosophy,,6/9/2015 9:52pm,Graduate Student,Male,,4.25,Reject,2.0,1.0,3.0,,,,,,Reject,,,,,
Ancient Philosophy2015-06-10T01:52:11.000Z,Ancient Philosophy,,6/9/2015 9:52pm,Graduate Student,Male,,4.25,Reject,2.0,1.0,3.0,,14.0,,,,Reject,,,,,
Ancient Philosophy2015-06-10T01:52:16.000Z,Ancient Philosophy,,6/9/2015 9:52pm,Graduate Student,Male,,4.25,Reject,2.0,1.0,3.0,,,,,,Reject,,,,,
Ethical Theory and Moral Practice2015-06-10T03:50:07.000Z,Ethical Theory and Moral Practice,,6/9/2015 11:50pm,Graduate Student,Male,,,Reject,3.0,3.0,3.0,,,,,,Reject,,,,,
Philosophical Studies2015-06-10T12:38:37.000Z,Philosophical Studies,,6/10/2015 8:38am,Graduate Student,Male,Chinese,2.00,Reject,,,,,,,,,Reject,,,,,
Philosophical Studies2015-06-10T13:47:24.000Z,Philosophical Studies,,6/10/2015 9:47am,Faculty (Non-tenure-track position),Male,,2.00,Reject,,,1.0,,,,,,Reject,,,,,
Philosophical Quarterly2015-06-11T15:10:45.000Z,Philosophical Quarterly,,6/11/2015 11:10am,Graduate Student,,,1.00,Reject,,,5.0,,,,,,Reject,,,,,
Philosophical Review2015-06-11T15:31:04.000Z,Philosophical Review,,6/11/2015 11:31am,Graduate Student,Male,white,0.50,Reject,,,,,,,,,Reject,,,,,
Synthese2015-06-12T07:28:09.000Z,Synthese,,6/12/2015 3:28am,Other,Male,,2.00,Reject,2.0,5.0,5.0,,,,,,Reject,,,,,
Ethics2015-06-12T17:00:20.000Z,Ethics,,6/12/2015 1:00pm,Other,Male,,1.00,Reject,,,4.0,,,,,,Reject,,,,,
British Journal for the History of Philosophy2015-06-12T17:33:34.000Z,British Journal for the History of Philosophy,,6/12/2015 1:33pm,Graduate Student,Male,,1.00,Revise and Resubmit,2.0,5.0,5.0,,,,,,,,Revise and Resubmit,,,
Nous2015-06-12T21:38:05.000Z,Nous,,6/12/2015 5:38pm,Graduate Student,Female,,3.70,Reject,,,1.0,,,,,,Reject,,,,,
American Philosophical Quarterly2015-06-14T01:55:29.000Z,American Philosophical Quarterly,,6/13/2015 9:55pm,Graduate Student,,,5.00,Reject,2.0,2.0,4.0,,,,,,Reject,,,,,
Analysis2015-06-15T10:58:22.000Z,Analysis,,6/15/2015 6:58am,Graduate Student,Male,,,Reject,,,4.0,,,0.3,,,Reject,,,,,
Analysis2015-06-15T10:58:55.000Z,Analysis,,6/15/2015 6:58am,Graduate Student,Male,,0.25,Reject,,,4.0,,,,,,Reject,,,,,
Journal of Value Inquiry2015-06-15T12:04:06.000Z,Journal of Value Inquiry,,6/15/2015 8:04am,Faculty (Tenure-track but non-tenured),Male,White,6.00,Conditional Acceptance,1.0,3.0,5.0,,,,,,,Conditional Acceptance,,,,
Journal of Philosophical Research2015-06-15T12:06:08.000Z,Journal of Philosophical Research,,6/15/2015 8:06am,Faculty (Non-tenure-track position),,,3.00,Revise and Resubmit,2.0,4.0,5.0,,,,,,,,Revise and Resubmit,,,
Philosophy and Phenomenological Research2015-06-15T12:17:12.000Z,Philosophy and Phenomenological Research,,6/15/2015 8:17am,Graduate Student,Male,caucasic,2.00,Reject,,,,,,,,,Reject,,,,,
Philosophy and Phenomenological Research2015-06-15T12:17:53.000Z,Philosophy and Phenomenological Research,,6/15/2015 8:17am,Graduate Student,Male,caucasic,2.00,Reject,,,,,,,,,Reject,,,,,
Philosophical Studies2015-06-15T18:40:36.000Z,Philosophical Studies,,6/15/2015 2:40pm,Faculty (Non-tenure-track position),,,8.00,Reject,1.0,1.0,2.0,,,,,,Reject,,,,,
Mind2015-06-16T04:00:00.000Z,Mind,,6/16/2015 12:00am,,Female,,,Reject,,,3.0,,,,,,Reject,,,,,
British Journal for the History of Philosophy2015-06-16T13:35:39.000Z,British Journal for the History of Philosophy,,6/16/2015 9:35am,Faculty (Tenured),Female,,18.00,Revise and Resubmit,,2.0,5.0,Reject,,,,,,,Revise and Resubmit,,,
Journal of the History of Philosophy2015-06-16T13:42:52.000Z,Journal of the History of Philosophy,,6/16/2015 9:42am,Faculty (Tenured),Female,,6.00,Reject,,,3.0,,,,,,Reject,,,,,
Australasian Journal of Philosophy2015-06-16T14:00:15.000Z,Australasian Journal of Philosophy,,6/16/2015 10:00am,Graduate Student,Male,,0.10,Reject,,,1.0,,,,,,Reject,,,,,
Journal of Moral Philosophy2015-06-16T22:33:19.000Z,Journal of Moral Philosophy,,6/16/2015 6:33pm,Graduate Student,Male,,1.00,Reject,,,3.0,,,,,,Reject,,,,,
Biology and Philosophy2015-06-17T08:15:36.000Z,Biology and Philosophy,,6/17/2015 4:15am,Graduate Student,Female,,7.00,Revise and Resubmit,2.0,4.0,5.0,Accept,,,,,,,Revise and Resubmit,Accept,,
Philosophy East and West2015-06-17T13:50:39.000Z,Philosophy East and West,,6/17/2015 9:50am,Graduate Student,Male,white,2.20,Reject,2.0,2.0,4.0,,,,,,Reject,,,,,
Philosophy of Science2015-06-17T16:13:28.000Z,Philosophy of Science,,6/17/2015 12:13pm,Graduate Student,Male,,0.80,Reject,2.0,2.0,5.0,,,,,,Reject,,,,,
Philosophy of Science2015-06-17T20:02:01.000Z,Philosophy of Science,,6/17/2015 4:02pm,Graduate Student,Male,white,4.50,Reject,2.0,5.0,5.0,,,,,,Reject,,,,,
Philosophical Studies2015-06-17T20:26:04.000Z,Philosophical Studies,,6/17/2015 4:26pm,Graduate Student,Male,White,2.00,Reject,,,,,,,,,Reject,,,,,
Philosophers’ Imprint2015-06-18T10:19:06.000Z,Philosophers’ Imprint,,6/18/2015 6:19am,Faculty (Non-tenure-track position),,,4.00,Reject,2.0,4.0,4.0,,,,,,Reject,,,,,
Ethical Theory and Moral Practice2015-06-18T20:53:20.000Z,Ethical Theory and Moral Practice,,6/18/2015 4:53pm,Graduate Student,,,3.50,Revise and Resubmit,2.0,5.0,5.0,Accept,0.3,,,,,,Revise and Resubmit,Accept,,
Philosophy of Science2015-06-19T18:04:25.000Z,Philosophy of Science,,6/19/2015 2:04pm,Graduate Student,Male,white,5.50,Reject,2.0,4.0,5.0,,,,,,Reject,,,,,
Phenomenology and the Cognitive Sciences2015-06-21T06:22:53.000Z,Phenomenology and the Cognitive Sciences,,6/21/2015 2:22am,Faculty (Non-tenure-track position),Male,,5.00,Revise and Resubmit,2.0,3.0,5.0,Accept,0.5,,,,,,Revise and Resubmit,Accept,,
Utilitas2015-06-21T15:34:29.000Z,Utilitas,,6/21/2015 11:34am,Graduate Student,Male,Croat,4.00,Reject,1.0,3.0,2.0,,,,,,Reject,,,,,
Philosophy and Phenomenological Research2015-06-22T13:07:40.000Z,Philosophy and Phenomenological Research,,6/22/2015 9:07am,Faculty (Tenure-track but non-tenured),Female,white,2.00,Revise and Resubmit,1.0,5.0,5.0,Accept,,,,,,,Revise and Resubmit,Accept,,
Philosophical Quarterly2015-06-22T16:40:17.000Z,Philosophical Quarterly,,6/22/2015 12:40pm,Graduate Student,Male,,7.00,Reject,2.0,1.0,1.0,,,,,,Reject,,,,,
Nous2015-06-22T17:40:42.000Z,Nous,,6/22/2015 1:40pm,Graduate Student,Male,White,3.10,Reject,1.0,3.0,3.0,,,,,,Reject,,,,,
Philosophy2015-06-22T18:00:05.000Z,Philosophy,,6/22/2015 2:00pm,Faculty (Tenure-track but non-tenured),Male,,,Accept,,,3.0,,,,,Accept,,,,,,
Review of Philosophy and Psychology2015-06-24T12:54:47.000Z,Review of Philosophy and Psychology,,6/24/2015 8:54am,Graduate Student,Male,,3.00,Reject,2.0,3.0,4.0,,,,,,Reject,,,,,
Ethics2015-06-24T15:00:54.000Z,Ethics,,6/24/2015 11:00am,Faculty (Tenure-track but non-tenured),Female,white,5.00,Revise and Resubmit,2.0,5.0,5.0,Accept,,,,,,,Revise and Resubmit,Accept,,
Journal of Philosophy2015-06-24T15:02:08.000Z,Journal of Philosophy,,6/24/2015 11:02am,Faculty (Tenure-track but non-tenured),Female,white,4.40,Accept,1.0,5.0,5.0,,,,,Accept,,,,,,
Synthese2015-06-26T12:53:43.000Z,Synthese,,6/26/2015 8:53am,Graduate Student,Male,,7.50,Reject,2.0,1.0,1.0,,,,,,Reject,,,,,
American Philosophical Quarterly2015-06-26T16:41:41.000Z,American Philosophical Quarterly,,6/26/2015 12:41pm,Faculty (Non-tenure-track position),,,1.00,Reject,1.0,1.0,3.0,,,,,,Reject,,,,,
Mind2015-06-27T04:00:00.000Z,Mind,,6/27/2015 12:00am,,Female,,0.60,Reject,,,,,,,,,Reject,,,,,
Southern Journal of Philosophy2015-06-27T13:38:55.000Z,Southern Journal of Philosophy,,6/27/2015 9:38am,Faculty (Tenured),Male,,2.00,Conditional Acceptance,2.0,4.0,2.0,Accept,12.0,,,,,Conditional Acceptance,,Accept,,
Film and Philosophy2015-06-27T13:41:07.000Z,Film and Philosophy,,6/27/2015 9:41am,Faculty (Tenured),Male,,3.00,Accept,1.0,4.0,4.0,,6.0,,,Accept,,,,,,
Review of Philosophy and Psychology2015-06-27T13:44:52.000Z,Review of Philosophy and Psychology,,6/27/2015 9:44am,Faculty (Tenured),Male,,2.00,Revise and Resubmit,1.0,5.0,5.0,Accept,2.0,,,,,,Revise and Resubmit,Accept,,
Journal of Moral Philosophy2015-06-27T13:46:22.000Z,Journal of Moral Philosophy,,6/27/2015 9:46am,Faculty (Tenured),Male,,2.00,Reject,2.0,1.0,2.0,,,,,,Reject,,,,,
Studies in History and Philosophy of Science Part A2015-06-27T22:17:47.000Z,Studies in History and Philosophy of Science Part A,,6/27/2015 6:17pm,Faculty (Tenure-track but non-tenured),Male,White,2.00,Conditional Acceptance,2.0,3.0,5.0,Accept,,,,,,Conditional Acceptance,,Accept,,
Philosophical Quarterly2015-06-28T15:03:15.000Z,Philosophical Quarterly,,6/28/2015 11:03am,Faculty (Non-tenure-track position),Male,,0.75,Reject,,,,,,,,,Reject,,,,,
Philosophers’ Imprint2015-06-30T00:29:39.000Z,Philosophers’ Imprint,,6/29/2015 8:29pm,Faculty (Tenure-track but non-tenured),Female,,2.00,Revise and Resubmit,2.0,4.0,5.0,Accept,14.0,,,,,,Revise and Resubmit,Accept,,
American Philosophical Quarterly2015-06-30T14:09:21.000Z,American Philosophical Quarterly,,6/30/2015 10:09am,Faculty (Non-tenure-track position),Female,,6.00,Revise and Resubmit,2.0,3.0,4.0,Accept,,,,,,,Revise and Resubmit,Accept,,
Faith and Philosophy2015-06-30T21:07:09.000Z,Faith and Philosophy,,6/30/2015 5:07pm,Graduate Student,Male,caucasian,10.00,Reject,2.0,3.0,3.0,,,,,,Reject,,,,,
Pacific Philosophical Quarterly2015-07-01T05:04:50.000Z,Pacific Philosophical Quarterly,,7/1/2015 1:04am,Other,Male,,1.00,Reject,,,,,,,,,Reject,,,,,
Philosophical Studies2015-07-01T09:52:29.000Z,Philosophical Studies,,7/1/2015 5:52am,Faculty (Tenured),Male,,5.00,Revise and Resubmit,1.0,4.0,3.0,Accept,,,,,,,Revise and Resubmit,Accept,,
Mind2015-07-02T04:00:00.000Z,Mind,,7/2/2015 12:00am,,Male,white,5.00,Revise and Resubmit,2.0,4.0,5.0,,,,,,,,Revise and Resubmit,,,
Journal of Philosophy2015-07-02T07:17:56.000Z,Journal of Philosophy,,7/2/2015 3:17am,Graduate Student,Male,White,12.00,Conditional Acceptance,2.0,3.0,5.0,Accept,18.0,,,,,Conditional Acceptance,,Accept,,
Synthese2015-07-02T15:39:08.000Z,Synthese,,7/2/2015 11:39am,Graduate Student,Male,,8.00,Revise and Resubmit,2.0,5.0,5.0,Accept,11.0,,,,,,Revise and Resubmit,Accept,,
Synthese2015-07-02T17:56:13.000Z,Synthese,,7/2/2015 1:56pm,Faculty (Non-tenure-track position),Male,,2.50,Revise and Resubmit,2.0,4.0,4.0,Accept,0.7,,,,,,Revise and Resubmit,Accept,,
Ethics2015-07-03T01:09:05.000Z,Ethics,,7/2/2015 9:09pm,Graduate Student,Male,"Caucasian, White",1.10,Reject,,,,,,,,,Reject,,,,,
Logic Journal of the IGPL2015-07-03T06:37:12.000Z,Logic Journal of the IGPL,,7/3/2015 2:37am,Faculty (Non-tenure-track position),Male,,12.00,Revise and Resubmit,2.0,,4.0,Accept,3.0,,,,,,Revise and Resubmit,Accept,,
Logique et Analyse2015-07-03T16:45:38.000Z,Logique et Analyse,,7/3/2015 12:45pm,Other,Male,,9.50,Withdraw,,,2.0,,,,,,,,,,Withdraw,
Journal of Applied Philosophy2015-07-03T22:42:20.000Z,Journal of Applied Philosophy,,7/3/2015 6:42pm,Graduate Student,Female,,,Revise and Resubmit,2.0,3.0,2.0,Reject,,,,,,,Revise and Resubmit,,,
British Journal for the History of Philosophy2015-07-04T00:33:10.000Z,British Journal for the History of Philosophy,,7/3/2015 8:33pm,Graduate Student,,,2.20,Reject,2.0,3.0,5.0,,,,,,Reject,,,,,
History of Philosophy Quarterly2015-07-04T00:35:19.000Z,History of Philosophy Quarterly,,7/3/2015 8:35pm,Graduate Student,,,1.60,Reject,2.0,4.0,,,,,,,Reject,,,,,
British Journal for the Philosophy of Science2015-07-04T00:38:08.000Z,British Journal for the Philosophy of Science,,7/3/2015 8:38pm,Graduate Student,,,2.20,Reject,2.0,3.0,5.0,,,,,,Reject,,,,,
Philosophers’ Imprint2015-07-04T16:49:31.000Z,Philosophers’ Imprint,,7/4/2015 12:49pm,Faculty (Tenure-track but non-tenured),Male,,0.50,Reject,,,5.0,,,,,,Reject,,,,,
Philosophers’ Imprint2015-07-04T17:01:13.000Z,Philosophers’ Imprint,,7/4/2015 1:01pm,Graduate Student,Male,,1.50,Reject,,,3.0,,,,,,Reject,,,,,
Analysis2015-07-04T22:01:00.000Z,Analysis,,7/4/2015 6:01pm,Graduate Student,Male,,0.40,Reject,,,4.0,,,,,,Reject,,,,,
Australasian Journal of Philosophy2015-07-06T15:29:28.000Z,Australasian Journal of Philosophy,,7/6/2015 11:29am,Other,,,0.10,Reject,1.0,5.0,5.0,,,,,,Reject,,,,,
Ethics2015-07-06T15:33:02.000Z,Ethics,,7/6/2015 11:33am,Other,,,1.10,Reject,,,4.0,,,,,,Reject,,,,,
Pacific Philosophical Quarterly2015-07-06T15:35:58.000Z,Pacific Philosophical Quarterly,,7/6/2015 11:35am,Other,,,0.80,Reject,,,3.0,,,,,,Reject,,,,,
Philosophical Studies2015-07-06T17:13:34.000Z,Philosophical Studies,,7/6/2015 1:13pm,Graduate Student,,,,Reject,1.0,3.0,3.0,,,,,,Reject,,,,,
Philosophical Studies2015-07-06T17:13:51.000Z,Philosophical Studies,,7/6/2015 1:13pm,Graduate Student,,,,Reject,1.0,3.0,3.0,,,,,,Reject,,,,,
